"country";"actor";"mechanism";"source_id";"legal_anchor_type";"anchor_strength"
"Costa Rica";"Asamblea_Legislativa";"citizen_initiative";"CRC-LREF";"statutory";"4"
"Costa Rica";"Ciudadanos";"citizen_initiative";"CRC-LREF";"statutory";"4"
"Costa Rica";"Poder_Ejecutivo";"citizen_initiative";"CRC-LREF";"statutory";"4"
"Costa Rica";"Registro_Civil";"referendum";"CRC-LREF";"statutory";"4"
"Costa Rica";"Asamblea_Legislativa";"referendum";"CRC-LREF";"statutory";"4"
"Costa Rica";"Ciudadanos";"referendum";"CRC-LREF";"statutory";"4"
"Costa Rica";"Poder_Ejecutivo";"referendum";"CRC-LREF";"statutory";"4"
"Costa Rica";"Registro_Civil";"legislative_petition_or_participation";"CRC-LREF";"statutory";"4"
"Costa Rica";"Asamblea_Legislativa";"legislative_petition_or_participation";"CRC-LREF";"statutory";"4"
"Costa Rica";"Ciudadanos";"legislative_petition_or_participation";"CRC-LREF";"statutory";"4"
"Costa Rica";"Poder_Ejecutivo";"legislative_petition_or_participation";"CRC-LREF";"statutory";"4"
"Costa Rica";"Registro_Civil";"civil_registry_electoral_functions";"CRC-LREF";"statutory";"4"
"Costa Rica";"Asamblea_Legislativa";"civil_registry_electoral_functions";"CRC-LREF";"statutory";"4"
"Costa Rica";"Ciudadanos";"civil_registry_electoral_functions";"CRC-LREF";"statutory";"4"
"Costa Rica";"Poder_Ejecutivo";"civil_registry_electoral_functions";"CRC-LREF";"statutory";"4"
"Costa Rica";"TSE";"vote";"CRC-LREF";"statutory";"4"
"Costa Rica";"TSE";"citizen_initiative";"CRC-LREF";"statutory";"4"
"Costa Rica";"TSE";"legislative_petition_or_participation";"CRC-LREF";"statutory";"4"
"Costa Rica";"Registro_Civil";"electoral_authority_internal_governance";"CRC-LREF";"statutory";"4"
"Costa Rica";"Asamblea_Legislativa";"electoral_authority_internal_governance";"CRC-LREF";"statutory";"4"
"Costa Rica";"Ciudadanos";"electoral_authority_internal_governance";"CRC-LREF";"statutory";"4"
"Costa Rica";"TSE";"civil_registry_electoral_functions";"CRC-LREF";"statutory";"4"
"Costa Rica";"TSE";"right_to_stand_for_election";"CRC-LREF";"statutory";"4"
"Costa Rica";"Asamblea_Legislativa";"right_to_stand_for_election";"CRC-LREF";"statutory";"4"
"Costa Rica";"Poder_Ejecutivo";"electoral_authority_internal_governance";"CRC-LREF";"statutory";"4"
"Costa Rica";"Juntas_Electorales";"vote";"CRC-LREF";"statutory";"4"
"Costa Rica";"Juntas_Electorales";"referendum";"CRC-LREF";"statutory";"4"
"Costa Rica";"Juntas_Electorales";"electoral_authority_internal_governance";"CRC-LREF";"statutory";"4"
"Costa Rica";"Juntas_Electorales";"civil_registry_electoral_functions";"CRC-LREF";"statutory";"4"
"Costa Rica";"TSE";"vote";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Registro_Civil";"vote";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Juntas_Electorales";"vote";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"TSE";"referendum";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Registro_Civil";"referendum";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Juntas_Electorales";"referendum";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"TSE";"electoral_authority_internal_governance";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Registro_Civil";"electoral_authority_internal_governance";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Juntas_Electorales";"electoral_authority_internal_governance";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"TSE";"civil_registry_electoral_functions";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Registro_Civil";"civil_registry_electoral_functions";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Juntas_Electorales";"civil_registry_electoral_functions";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Ciudadanos";"vote";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Ciudadanos";"referendum";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Ciudadanos";"civil_registry_electoral_functions";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"TSE";"electoral_remedies";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Registro_Civil";"electoral_remedies";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Ciudadanos";"electoral_remedies";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Ciudadanos";"electoral_authority_internal_governance";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Asamblea_Legislativa";"vote";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Asamblea_Legislativa";"referendum";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Asamblea_Legislativa";"electoral_authority_internal_governance";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"TSE";"transparency_and_accountability";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Poder_Ejecutivo";"referendum";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Poder_Ejecutivo";"legislative_petition_or_participation";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"TSE";"legislative_petition_or_participation";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Ciudadanos";"legislative_petition_or_participation";"CRC-REGREF";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"TSE";"citizen_initiative";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Asamblea_Legislativa";"citizen_initiative";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Ciudadanos";"citizen_initiative";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"TSE";"legislative_petition_or_participation";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Asamblea_Legislativa";"legislative_petition_or_participation";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Ciudadanos";"legislative_petition_or_participation";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"TSE";"electoral_authority_internal_governance";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Asamblea_Legislativa";"electoral_authority_internal_governance";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Ciudadanos";"electoral_authority_internal_governance";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"TSE";"civil_registry_electoral_functions";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Asamblea_Legislativa";"civil_registry_electoral_functions";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Ciudadanos";"civil_registry_electoral_functions";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Registro_Civil";"vote";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Registro_Civil";"civil_registry_electoral_functions";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Asamblea_Legislativa";"vote";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Ciudadanos";"vote";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Registro_Civil";"citizen_initiative";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Registro_Civil";"legislative_petition_or_participation";"CRC-REGIP";"regulatory_or_legislative_procedural";"3"
"Costa Rica";"Asamblea_Legislativa";"legislative_petition_or_participation";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Sala_Constitucional";"vote";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Asamblea_Legislativa";"vote";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Corte_Suprema";"vote";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Sala_Constitucional";"citizen_initiative";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Asamblea_Legislativa";"citizen_initiative";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Corte_Suprema";"citizen_initiative";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Sala_Constitucional";"constitutional_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Asamblea_Legislativa";"constitutional_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Corte_Suprema";"constitutional_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Corte_Suprema";"legislative_petition_or_participation";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Poder_Ejecutivo";"vote";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Asamblea_Legislativa";"right_to_stand_for_election";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Poder_Ejecutivo";"right_to_stand_for_election";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Poder_Ejecutivo";"legislative_petition_or_participation";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Asamblea_Legislativa";"political_parties";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Partidos_Politicos";"political_parties";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Partidos_Politicos";"vote";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Partidos_Politicos";"legislative_petition_or_participation";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"TSE";"electoral_authority_internal_governance";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Asamblea_Legislativa";"electoral_authority_internal_governance";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Poder_Ejecutivo";"electoral_authority_internal_governance";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"TSE";"right_to_stand_for_election";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"TSE";"vote";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Ciudadanos";"vote";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Sala_Constitucional";"right_to_stand_for_election";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Ciudadanos";"right_to_stand_for_election";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Ciudadanos";"citizen_initiative";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Poder_Ejecutivo";"citizen_initiative";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Sala_Constitucional";"referendum";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Asamblea_Legislativa";"referendum";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Ciudadanos";"referendum";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Poder_Ejecutivo";"referendum";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Sala_Constitucional";"consultative_referendum_or_preliminary_consultation";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Asamblea_Legislativa";"consultative_referendum_or_preliminary_consultation";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Ciudadanos";"consultative_referendum_or_preliminary_consultation";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Poder_Ejecutivo";"consultative_referendum_or_preliminary_consultation";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Ciudadanos";"constitutional_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Poder_Ejecutivo";"constitutional_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Sala_Constitucional";"legislative_petition_or_participation";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Ciudadanos";"legislative_petition_or_participation";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Sala_Constitucional";"transparency_and_accountability";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Asamblea_Legislativa";"transparency_and_accountability";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Ciudadanos";"transparency_and_accountability";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Poder_Ejecutivo";"transparency_and_accountability";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"TSE";"legislative_petition_or_participation";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Sala_Constitucional";"electoral_authority_internal_governance";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Corte_Suprema";"electoral_authority_internal_governance";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Corte_Suprema";"right_to_stand_for_election";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Corte_Suprema";"referendum";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Corte_Suprema";"consultative_referendum_or_preliminary_consultation";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Sala_Constitucional";"electoral_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Asamblea_Legislativa";"electoral_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Poder_Ejecutivo";"electoral_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Corte_Suprema";"electoral_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Poder_Ejecutivo";"political_parties";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"TSE";"citizen_initiative";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"TSE";"transparency_and_accountability";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Partidos_Politicos";"constitutional_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Corte_Suprema";"transparency_and_accountability";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Partidos_Politicos";"electoral_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Partidos_Politicos";"transparency_and_accountability";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"TSE";"electoral_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"TSE";"constitutional_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Sala_Constitucional";"political_parties";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Ciudadanos";"electoral_authority_internal_governance";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Registro_Civil";"civil_registry_electoral_functions";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Registro_Civil";"vote";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Asamblea_Legislativa";"civil_registry_electoral_functions";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Ciudadanos";"civil_registry_electoral_functions";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Ciudadanos";"political_parties";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Juntas_Electorales";"vote";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Registro_Civil";"political_parties";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Juntas_Electorales";"political_parties";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Juntas_Electorales";"civil_registry_electoral_functions";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Partidos_Politicos";"civil_registry_electoral_functions";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Partidos_Politicos";"right_to_stand_for_election";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"TSE";"political_parties";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Ciudadanos";"electoral_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Partidos_Politicos";"electoral_authority_internal_governance";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Juntas_Electorales";"electoral_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Juntas_Electorales";"electoral_authority_internal_governance";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"TSE";"civil_registry_electoral_functions";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Poder_Ejecutivo";"civil_registry_electoral_functions";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Registro_Civil";"citizen_initiative";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Registro_Civil";"referendum";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Registro_Civil";"electoral_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Registro_Civil";"electoral_authority_internal_governance";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Corte_Suprema";"political_parties";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"TSE";"referendum";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Partidos_Politicos";"referendum";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"TSE";"consultative_referendum_or_preliminary_consultation";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Registro_Civil";"consultative_referendum_or_preliminary_consultation";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Partidos_Politicos";"consultative_referendum_or_preliminary_consultation";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Registro_Civil";"legislative_petition_or_participation";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Corte_Suprema";"civil_registry_electoral_functions";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Registro_Civil";"right_to_stand_for_election";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Registro_Civil";"constitutional_remedies";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"Sala_Constitucional";"civil_registry_electoral_functions";"CRC-RAL";"regulatory_or_legislative_procedural";"2"
"Costa Rica";"TSE";"electoral_authority_internal_governance";"CRC-RATSRE";"electoral_administrative";"1"
"Costa Rica";"TSE";"political_parties";"CRC-RATSRE";"electoral_administrative";"1"
"Costa Rica";"Partidos_Politicos";"political_parties";"CRC-RATSRE";"electoral_administrative";"1"
"Costa Rica";"Poder_Ejecutivo";"political_parties";"CRC-RATSRE";"electoral_administrative";"1"
"Costa Rica";"TSE";"referendum";"CRC-RATSRE";"electoral_administrative";"1"
"Costa Rica";"Partidos_Politicos";"referendum";"CRC-RATSRE";"electoral_administrative";"1"
"Costa Rica";"Poder_Ejecutivo";"referendum";"CRC-RATSRE";"electoral_administrative";"1"
"Costa Rica";"Partidos_Politicos";"electoral_authority_internal_governance";"CRC-RATSRE";"electoral_administrative";"1"
"Costa Rica";"Poder_Ejecutivo";"electoral_authority_internal_governance";"CRC-RATSRE";"electoral_administrative";"1"
"Costa Rica";"Registro_Civil";"civil_registry_electoral_functions";"CRC-RATSRE";"electoral_administrative";"1"
"Costa Rica";"Registro_Civil";"electoral_authority_internal_governance";"CRC-RATSRE";"electoral_administrative";"1"
"Costa Rica";"TSE";"civil_registry_electoral_functions";"CRC-RATSRE";"electoral_administrative";"1"
"Costa Rica";"TSE";"electoral_remedies";"CRC-RATSRE";"electoral_administrative";"1"
"Costa Rica";"TSE";"right_to_stand_for_election";"CRC-RATSRE";"electoral_administrative";"1"
