"country";"mechanism_id";"mechanism_name";"source_id";"source_title";"source_file";"source_type";"normative_rank";"role_in_mechanism";"legal_anchor_type";"is_core_source";"manual_review_required";"notes"
"Mexico";"MEX-MECH-012";"administrative_responsibility";"MEX-LGPP";"LEY GENERAL DE PARTIDOS POLÍTICOS";"ley_general_partidos_politicos.md";"general_law";"3";"primary";"statutory";"true";"false";""
"Mexico";"MEX-MECH-008";"electoral_remedies";"MEX-LGRA";"LEY GENERAL DE RESPONSABILIDADES ADMINISTRATIVAS";"ley_general_responsabilidades_administrativas.md";"general_law";"3";"primary";"statutory";"true";"false";""
"Mexico";"MEX-MECH-011";"transparency_and_accountability";"MEX-LGRA";"LEY GENERAL DE RESPONSABILIDADES ADMINISTRATIVAS";"ley_general_responsabilidades_administrativas.md";"general_law";"3";"primary";"statutory";"true";"false";""
"Mexico";"MEX-MECH-012";"administrative_responsibility";"MEX-LGRA";"LEY GENERAL DE RESPONSABILIDADES ADMINISTRATIVAS";"ley_general_responsabilidades_administrativas.md";"general_law";"3";"primary";"statutory";"true";"false";""
"Mexico";"MEX-MECH-010";"legislative_petition_or_participation";"MEX-LGRA";"LEY GENERAL DE RESPONSABILIDADES ADMINISTRATIVAS";"ley_general_responsabilidades_administrativas.md";"general_law";"3";"primary";"statutory";"true";"false";""
"Mexico";"MEX-MECH-003";"political_parties";"MEX-LGRA";"LEY GENERAL DE RESPONSABILIDADES ADMINISTRATIVAS";"ley_general_responsabilidades_administrativas.md";"general_law";"3";"primary";"statutory";"true";"true";""
"Mexico";"MEX-MECH-009";"electoral_crimes";"MEX-LGRA";"LEY GENERAL DE RESPONSABILIDADES ADMINISTRATIVAS";"ley_general_responsabilidades_administrativas.md";"general_law";"3";"primary";"statutory";"true";"true";""
"Mexico";"MEX-MECH-001";"vote";"MEX-LGRA";"LEY GENERAL DE RESPONSABILIDADES ADMINISTRATIVAS";"ley_general_responsabilidades_administrativas.md";"general_law";"3";"primary";"statutory";"true";"false";""
"Mexico";"MEX-MECH-001";"vote";"MEX-CPEUM";"Constitución Política de los Estados Unidos Mexicanos";"mexico_constitution_cpeum_latest_reform_2026_04_23.md";"constitution";"1";"primary";"constitutional";"true";"false";""
"Mexico";"MEX-MECH-002";"right_to_stand_for_election";"MEX-CPEUM";"Constitución Política de los Estados Unidos Mexicanos";"mexico_constitution_cpeum_latest_reform_2026_04_23.md";"constitution";"1";"primary";"constitutional";"true";"false";""
"Mexico";"MEX-MECH-003";"political_parties";"MEX-CPEUM";"Constitución Política de los Estados Unidos Mexicanos";"mexico_constitution_cpeum_latest_reform_2026_04_23.md";"constitution";"1";"primary";"constitutional";"true";"false";""
"Mexico";"MEX-MECH-011";"transparency_and_accountability";"MEX-CPEUM";"Constitución Política de los Estados Unidos Mexicanos";"mexico_constitution_cpeum_latest_reform_2026_04_23.md";"constitution";"1";"primary";"constitutional";"true";"false";""
"Mexico";"MEX-MECH-010";"legislative_petition_or_participation";"MEX-CPEUM";"Constitución Política de los Estados Unidos Mexicanos";"mexico_constitution_cpeum_latest_reform_2026_04_23.md";"constitution";"1";"primary";"constitutional";"true";"false";""
"Mexico";"MEX-MECH-012";"administrative_responsibility";"MEX-CPEUM";"Constitución Política de los Estados Unidos Mexicanos";"mexico_constitution_cpeum_latest_reform_2026_04_23.md";"constitution";"1";"primary";"constitutional";"true";"false";""
"Mexico";"MEX-MECH-006";"popular_consultation";"MEX-CPEUM";"Constitución Política de los Estados Unidos Mexicanos";"mexico_constitution_cpeum_latest_reform_2026_04_23.md";"constitution";"1";"primary";"constitutional";"true";"false";""
"Mexico";"MEX-MECH-007";"recall";"MEX-CPEUM";"Constitución Política de los Estados Unidos Mexicanos";"mexico_constitution_cpeum_latest_reform_2026_04_23.md";"constitution";"1";"primary";"constitutional";"true";"false";""
"Mexico";"MEX-MECH-008";"electoral_remedies";"MEX-CPEUM";"Constitución Política de los Estados Unidos Mexicanos";"mexico_constitution_cpeum_latest_reform_2026_04_23.md";"constitution";"1";"primary";"constitutional";"true";"false";""
"Mexico";"MEX-MECH-009";"electoral_crimes";"MEX-CPEUM";"Constitución Política de los Estados Unidos Mexicanos";"mexico_constitution_cpeum_latest_reform_2026_04_23.md";"constitution";"1";"primary";"constitutional";"true";"false";""
"Mexico";"MEX-MECH-004";"independent_candidacies";"MEX-CPEUM";"Constitución Política de los Estados Unidos Mexicanos";"mexico_constitution_cpeum_latest_reform_2026_04_23.md";"constitution";"1";"primary";"constitutional";"true";"false";""
"Mexico";"MEX-MECH-013";"electoral_authority_internal_governance";"MEX-CPEUM";"Constitución Política de los Estados Unidos Mexicanos";"mexico_constitution_cpeum_latest_reform_2026_04_23.md";"constitution";"1";"primary";"constitutional";"true";"false";""
"Mexico";"MEX-MECH-005";"citizen_initiative";"MEX-CPEUM";"Constitución Política de los Estados Unidos Mexicanos";"mexico_constitution_cpeum_latest_reform_2026_04_23.md";"constitution";"1";"primary";"constitutional";"true";"true";""
"Mexico";"MEX-MECH-012";"administrative_responsibility";"MEX-LFPA";"Ley Federal de Procedimiento Administrativo";"mexico_federal_administrative_procedure_law_lfpa_2025.md";"federal_law";"4";"supporting";"statutory";"false";"false";""
"Mexico";"MEX-MECH-011";"transparency_and_accountability";"MEX-LFPRH";"Ley Federal de Presupuesto y Responsabilidad Hacendaria";"mexico_federal_budget_and_fiscal_responsibility_law_lfprh_2026.md";"federal_law";"4";"supporting";"statutory";"false";"false";""
"Mexico";"MEX-MECH-005";"citizen_initiative";"MEX-LFPRH";"Ley Federal de Presupuesto y Responsabilidad Hacendaria";"mexico_federal_budget_and_fiscal_responsibility_law_lfprh_2026.md";"federal_law";"4";"supporting";"statutory";"false";"true";""
"Mexico";"MEX-MECH-012";"administrative_responsibility";"MEX-LFPRH";"Ley Federal de Presupuesto y Responsabilidad Hacendaria";"mexico_federal_budget_and_fiscal_responsibility_law_lfprh_2026.md";"federal_law";"4";"supporting";"statutory";"false";"false";""
"Mexico";"MEX-MECH-003";"political_parties";"MEX-LFPRH";"Ley Federal de Presupuesto y Responsabilidad Hacendaria";"mexico_federal_budget_and_fiscal_responsibility_law_lfprh_2026.md";"federal_law";"4";"supporting";"statutory";"false";"true";""
"Mexico";"MEX-MECH-002";"right_to_stand_for_election";"MEX-LFPRH";"Ley Federal de Presupuesto y Responsabilidad Hacendaria";"mexico_federal_budget_and_fiscal_responsibility_law_lfprh_2026.md";"federal_law";"4";"supporting";"statutory";"false";"false";""
"Mexico";"MEX-MECH-010";"legislative_petition_or_participation";"MEX-LFPRH";"Ley Federal de Presupuesto y Responsabilidad Hacendaria";"mexico_federal_budget_and_fiscal_responsibility_law_lfprh_2026.md";"federal_law";"4";"supporting";"statutory";"false";"false";""
"Mexico";"MEX-MECH-001";"vote";"MEX-LFPRH";"Ley Federal de Presupuesto y Responsabilidad Hacendaria";"mexico_federal_budget_and_fiscal_responsibility_law_lfprh_2026.md";"federal_law";"4";"supporting";"statutory";"false";"false";""
"Mexico";"MEX-MECH-011";"transparency_and_accountability";"MEX-LGTAIP";"Ley General de Transparencia y Acceso a la Información Pública";"mexico_general_transparency_access_information_law_lgtaip_2025.md";"general_law";"3";"primary";"statutory";"true";"false";""
"Mexico";"MEX-MECH-003";"political_parties";"MEX-LGTAIP";"Ley General de Transparencia y Acceso a la Información Pública";"mexico_general_transparency_access_information_law_lgtaip_2025.md";"general_law";"3";"primary";"statutory";"true";"false";""
"Mexico";"MEX-MECH-008";"electoral_remedies";"MEX-LGTAIP";"Ley General de Transparencia y Acceso a la Información Pública";"mexico_general_transparency_access_information_law_lgtaip_2025.md";"general_law";"3";"primary";"statutory";"true";"false";""
"Mexico";"MEX-MECH-010";"legislative_petition_or_participation";"MEX-LGTAIP";"Ley General de Transparencia y Acceso a la Información Pública";"mexico_general_transparency_access_information_law_lgtaip_2025.md";"general_law";"3";"primary";"statutory";"true";"false";""
"Mexico";"MEX-MECH-001";"vote";"MEX-LGTAIP";"Ley General de Transparencia y Acceso a la Información Pública";"mexico_general_transparency_access_information_law_lgtaip_2025.md";"general_law";"3";"primary";"statutory";"true";"false";""
"Mexico";"MEX-MECH-012";"administrative_responsibility";"MEX-LGTAIP";"Ley General de Transparencia y Acceso a la Información Pública";"mexico_general_transparency_access_information_law_lgtaip_2025.md";"general_law";"3";"primary";"statutory";"true";"false";""
"Mexico";"MEX-MECH-002";"right_to_stand_for_election";"MEX-LGTAIP";"Ley General de Transparencia y Acceso a la Información Pública";"mexico_general_transparency_access_information_law_lgtaip_2025.md";"general_law";"3";"primary";"statutory";"true";"false";""
"Mexico";"MEX-MECH-004";"independent_candidacies";"MEX-LGTAIP";"Ley General de Transparencia y Acceso a la Información Pública";"mexico_general_transparency_access_information_law_lgtaip_2025.md";"general_law";"3";"primary";"statutory";"true";"false";""
"Mexico";"MEX-MECH-003";"political_parties";"MEX-LOAPF";"Ley Orgánica de la Administración Pública Federal";"mexico_organic_law_federal_public_administration_loapf_2025.md";"federal_law";"4";"supporting";"statutory";"false";"false";""
"Mexico";"MEX-MECH-011";"transparency_and_accountability";"MEX-LOAPF";"Ley Orgánica de la Administración Pública Federal";"mexico_organic_law_federal_public_administration_loapf_2025.md";"federal_law";"4";"supporting";"statutory";"false";"false";""
"Mexico";"MEX-MECH-010";"legislative_petition_or_participation";"MEX-LOAPF";"Ley Orgánica de la Administración Pública Federal";"mexico_organic_law_federal_public_administration_loapf_2025.md";"federal_law";"4";"supporting";"statutory";"false";"false";""
"Mexico";"MEX-MECH-001";"vote";"MEX-LOAPF";"Ley Orgánica de la Administración Pública Federal";"mexico_organic_law_federal_public_administration_loapf_2025.md";"federal_law";"4";"supporting";"statutory";"false";"false";""
"Mexico";"MEX-MECH-005";"citizen_initiative";"MEX-LOAPF";"Ley Orgánica de la Administración Pública Federal";"mexico_organic_law_federal_public_administration_loapf_2025.md";"federal_law";"4";"supporting";"statutory";"false";"true";""
"Mexico";"MEX-MECH-008";"electoral_remedies";"MEX-LOAPF";"Ley Orgánica de la Administración Pública Federal";"mexico_organic_law_federal_public_administration_loapf_2025.md";"federal_law";"4";"supporting";"statutory";"false";"true";""
"Mexico";"MEX-MECH-002";"right_to_stand_for_election";"MEX-LOAPF";"Ley Orgánica de la Administración Pública Federal";"mexico_organic_law_federal_public_administration_loapf_2025.md";"federal_law";"4";"supporting";"statutory";"false";"false";""
"Mexico";"MEX-MECH-012";"administrative_responsibility";"MEX-LOAPF";"Ley Orgánica de la Administración Pública Federal";"mexico_organic_law_federal_public_administration_loapf_2025.md";"federal_law";"4";"supporting";"statutory";"false";"false";""
"Mexico";"MEX-MECH-011";"transparency_and_accountability";"MEX-LPLAN";"Ley de Planeación";"mexico_planning_law_lplan_2026.md";"federal_law";"4";"supporting";"statutory";"false";"false";""
"Mexico";"MEX-MECH-006";"popular_consultation";"MEX-LPLAN";"Ley de Planeación";"mexico_planning_law_lplan_2026.md";"federal_law";"4";"supporting";"statutory";"false";"false";""
"Mexico";"MEX-MECH-001";"vote";"MEX-REGCD";"REGLAMENTO DE LA CÁMARA DE DIPUTADOS";"reglamento_camara_diputados.md";"parliamentary_regulation";"5";"supporting";"regulatory_or_parliamentary_procedural";"false";"false";""
"Mexico";"MEX-MECH-003";"political_parties";"MEX-REGCD";"REGLAMENTO DE LA CÁMARA DE DIPUTADOS";"reglamento_camara_diputados.md";"parliamentary_regulation";"5";"supporting";"regulatory_or_parliamentary_procedural";"false";"false";""
"Mexico";"MEX-MECH-011";"transparency_and_accountability";"MEX-REGCD";"REGLAMENTO DE LA CÁMARA DE DIPUTADOS";"reglamento_camara_diputados.md";"parliamentary_regulation";"5";"supporting";"regulatory_or_parliamentary_procedural";"false";"false";""
"Mexico";"MEX-MECH-012";"administrative_responsibility";"MEX-REGCD";"REGLAMENTO DE LA CÁMARA DE DIPUTADOS";"reglamento_camara_diputados.md";"parliamentary_regulation";"5";"supporting";"regulatory_or_parliamentary_procedural";"false";"false";""
"Mexico";"MEX-MECH-002";"right_to_stand_for_election";"MEX-REGCD";"REGLAMENTO DE LA CÁMARA DE DIPUTADOS";"reglamento_camara_diputados.md";"parliamentary_regulation";"5";"supporting";"regulatory_or_parliamentary_procedural";"false";"false";""
"Mexico";"MEX-MECH-010";"legislative_petition_or_participation";"MEX-REGCD";"REGLAMENTO DE LA CÁMARA DE DIPUTADOS";"reglamento_camara_diputados.md";"parliamentary_regulation";"5";"supporting";"regulatory_or_parliamentary_procedural";"false";"false";""
"Mexico";"MEX-MECH-001";"vote";"MEX-REGCONG";"REGLAMENTO PARA EL GOBIERNO INTERIOR DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS";"reglamento_gobierno_interior_congreso_general.md";"parliamentary_regulation";"5";"supporting";"regulatory_or_parliamentary_procedural";"false";"false";""
"Mexico";"MEX-MECH-003";"political_parties";"MEX-REGCONG";"REGLAMENTO PARA EL GOBIERNO INTERIOR DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS";"reglamento_gobierno_interior_congreso_general.md";"parliamentary_regulation";"5";"supporting";"regulatory_or_parliamentary_procedural";"false";"false";""
"Mexico";"MEX-MECH-005";"citizen_initiative";"MEX-REGCONG";"REGLAMENTO PARA EL GOBIERNO INTERIOR DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS";"reglamento_gobierno_interior_congreso_general.md";"parliamentary_regulation";"5";"supporting";"regulatory_or_parliamentary_procedural";"false";"true";""
"Mexico";"MEX-MECH-002";"right_to_stand_for_election";"MEX-REGCONG";"REGLAMENTO PARA EL GOBIERNO INTERIOR DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS";"reglamento_gobierno_interior_congreso_general.md";"parliamentary_regulation";"5";"supporting";"regulatory_or_parliamentary_procedural";"false";"false";""
"Mexico";"MEX-MECH-001";"vote";"MEX-REGINE";"Reglamento Interior del Instituto Nacional Electoral";"reglamento_interior_ine_2025.md";"electoral_administrative";"6";"supporting";"electoral_administrative";"false";"true";""
"Mexico";"MEX-MECH-002";"right_to_stand_for_election";"MEX-REGINE";"Reglamento Interior del Instituto Nacional Electoral";"reglamento_interior_ine_2025.md";"electoral_administrative";"6";"supporting";"electoral_administrative";"false";"true";""
"Mexico";"MEX-MECH-003";"political_parties";"MEX-REGINE";"Reglamento Interior del Instituto Nacional Electoral";"reglamento_interior_ine_2025.md";"electoral_administrative";"6";"supporting";"electoral_administrative";"false";"true";""
"Mexico";"MEX-MECH-008";"electoral_remedies";"MEX-REGINE";"Reglamento Interior del Instituto Nacional Electoral";"reglamento_interior_ine_2025.md";"electoral_administrative";"6";"supporting";"electoral_administrative";"false";"true";""
"Mexico";"MEX-MECH-013";"electoral_authority_internal_governance";"MEX-REGINE";"Reglamento Interior del Instituto Nacional Electoral";"reglamento_interior_ine_2025.md";"electoral_administrative";"6";"supporting";"electoral_administrative";"false";"true";""
"Mexico";"MEX-MECH-004";"independent_candidacies";"MEX-REGINE";"Reglamento Interior del Instituto Nacional Electoral";"reglamento_interior_ine_2025.md";"electoral_administrative";"6";"supporting";"electoral_administrative";"false";"true";""
"Mexico";"MEX-MECH-006";"popular_consultation";"MEX-REGINE";"Reglamento Interior del Instituto Nacional Electoral";"reglamento_interior_ine_2025.md";"electoral_administrative";"6";"supporting";"electoral_administrative";"false";"true";""
"Mexico";"MEX-MECH-009";"electoral_crimes";"MEX-REGINE";"Reglamento Interior del Instituto Nacional Electoral";"reglamento_interior_ine_2025.md";"electoral_administrative";"6";"supporting";"electoral_administrative";"false";"true";""
"Mexico";"MEX-MECH-012";"administrative_responsibility";"MEX-REGINE";"Reglamento Interior del Instituto Nacional Electoral";"reglamento_interior_ine_2025.md";"electoral_administrative";"6";"supporting";"electoral_administrative";"false";"true";""
"Mexico";"MEX-MECH-011";"transparency_and_accountability";"MEX-REGINE";"Reglamento Interior del Instituto Nacional Electoral";"reglamento_interior_ine_2025.md";"electoral_administrative";"6";"supporting";"electoral_administrative";"false";"true";""
"Mexico";"MEX-MECH-005";"citizen_initiative";"MEX-REGINE";"Reglamento Interior del Instituto Nacional Electoral";"reglamento_interior_ine_2025.md";"electoral_administrative";"6";"supporting";"electoral_administrative";"false";"true";""
"Mexico";"MEX-MECH-010";"legislative_petition_or_participation";"MEX-REGINE";"Reglamento Interior del Instituto Nacional Electoral";"reglamento_interior_ine_2025.md";"electoral_administrative";"6";"supporting";"electoral_administrative";"false";"true";""
"Mexico";"MEX-MECH-001";"vote";"MEX-REGSN";"REGLAMENTO DEL SENADO DE LA REPÚBLICA";"reglamento_senado_republica.md";"parliamentary_regulation";"5";"supporting";"regulatory_or_parliamentary_procedural";"false";"false";""
"Mexico";"MEX-MECH-011";"transparency_and_accountability";"MEX-REGSN";"REGLAMENTO DEL SENADO DE LA REPÚBLICA";"reglamento_senado_republica.md";"parliamentary_regulation";"5";"supporting";"regulatory_or_parliamentary_procedural";"false";"false";""
"Mexico";"MEX-MECH-003";"political_parties";"MEX-REGSN";"REGLAMENTO DEL SENADO DE LA REPÚBLICA";"reglamento_senado_republica.md";"parliamentary_regulation";"5";"supporting";"regulatory_or_parliamentary_procedural";"false";"false";""
"Mexico";"MEX-MECH-012";"administrative_responsibility";"MEX-REGSN";"REGLAMENTO DEL SENADO DE LA REPÚBLICA";"reglamento_senado_republica.md";"parliamentary_regulation";"5";"supporting";"regulatory_or_parliamentary_procedural";"false";"false";""
"Mexico";"MEX-MECH-002";"right_to_stand_for_election";"MEX-REGSN";"REGLAMENTO DEL SENADO DE LA REPÚBLICA";"reglamento_senado_republica.md";"parliamentary_regulation";"5";"supporting";"regulatory_or_parliamentary_procedural";"false";"false";""
