country;source_id;source_title;mechanism_id;mechanism_name;provision_count;actor_count;highest_anchor_strength;process_defined;timeline_defined;remedy_defined;accessibility_defined;transparency_defined;territorial_defined;administrative_dependence_flag;manual_review_required;implication;notes
Mexico;constitution;constitution;administrative_responsibility;administrative_responsibility;15;9;5;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for administrative_responsibility.;
Mexico;constitution;constitution;electoral_authority_internal_governance;electoral_authority_internal_governance;15;9;5;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for electoral_authority_internal_governance.;
Mexico;constitution;constitution;transparency_and_accountability;transparency_and_accountability;39;9;5;true;true;true;false;false;false;false;true;Instrument provides strong anchoring for transparency_and_accountability.;
Mexico;constitution;constitution;vote;vote;65;9;5;true;false;true;false;false;false;false;true;Instrument provides strong anchoring for vote.;
Mexico;constitution;constitution;political_parties;political_parties;41;9;5;true;false;true;false;false;false;false;true;Instrument provides strong anchoring for political_parties.;
Mexico;constitution;constitution;recall;recall;15;8;5;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for recall.;
Mexico;constitution;constitution;citizen_initiative;citizen_initiative;3;3;5;true;false;true;false;false;false;false;true;Instrument provides strong anchoring for citizen_initiative.;
Mexico;constitution;constitution;right_to_stand_for_election;right_to_stand_for_election;26;8;5;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for right_to_stand_for_election.;
Mexico;constitution;constitution;electoral_crimes;electoral_crimes;4;5;5;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for electoral_crimes.;
Mexico;constitution;constitution;popular_consultation;popular_consultation;12;8;5;true;false;true;false;false;false;false;true;Instrument provides strong anchoring for popular_consultation.;
Mexico;constitution;constitution;electoral_remedies;electoral_remedies;17;8;5;true;false;true;false;false;false;false;true;Instrument provides strong anchoring for electoral_remedies.;
Mexico;constitution;constitution;legislative_petition_or_participation;legislative_petition_or_participation;8;7;5;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for legislative_petition_or_participation.;
Mexico;constitution;constitution;independent_candidacies;independent_candidacies;5;6;5;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for independent_candidacies.;
Mexico;general_law;general_law;administrative_responsibility;administrative_responsibility;146;9;4;true;true;true;false;false;false;false;true;Instrument provides strong anchoring for administrative_responsibility.;
Mexico;general_law;general_law;electoral_authority_internal_governance;electoral_authority_internal_governance;350;9;4;true;true;true;false;false;false;false;true;Instrument provides strong anchoring for electoral_authority_internal_governance.;
Mexico;general_law;general_law;political_parties;political_parties;588;9;4;true;true;true;false;false;false;false;true;Instrument provides strong anchoring for political_parties.;
Mexico;general_law;general_law;transparency_and_accountability;transparency_and_accountability;360;9;4;true;false;true;false;false;false;false;true;Instrument provides strong anchoring for transparency_and_accountability.;
Mexico;general_law;general_law;recall;recall;1;1;4;false;false;false;false;false;false;false;false;Instrument provides strong anchoring for recall.;
Mexico;general_law;general_law;legislative_petition_or_participation;legislative_petition_or_participation;22;7;4;true;false;false;false;false;false;false;true;Instrument provides strong anchoring for legislative_petition_or_participation.;
Mexico;general_law;general_law;citizen_initiative;citizen_initiative;3;3;4;true;false;true;false;false;false;false;true;Instrument provides strong anchoring for citizen_initiative.;
Mexico;general_law;general_law;electoral_crimes;electoral_crimes;37;8;4;true;false;true;false;false;false;false;true;Instrument provides strong anchoring for electoral_crimes.;
Mexico;general_law;general_law;right_to_stand_for_election;right_to_stand_for_election;253;9;4;true;true;true;false;false;false;false;true;Instrument provides strong anchoring for right_to_stand_for_election.;
Mexico;general_law;general_law;popular_consultation;popular_consultation;18;4;4;true;false;true;false;false;false;false;true;Instrument provides strong anchoring for popular_consultation.;
Mexico;general_law;general_law;electoral_remedies;electoral_remedies;169;9;4;true;true;true;false;false;false;false;true;Instrument provides strong anchoring for electoral_remedies.;
Mexico;general_law;general_law;vote;vote;518;9;4;true;true;true;false;false;false;false;true;Instrument provides strong anchoring for vote.;
Mexico;general_law;general_law;independent_candidacies;independent_candidacies;124;9;4;true;true;true;false;false;false;false;true;Instrument provides strong anchoring for independent_candidacies.;
Mexico;federal_law;federal_law;administrative_responsibility;administrative_responsibility;15;6;3;true;false;true;false;false;false;false;true;Instrument provides partial anchoring for administrative_responsibility.;
Mexico;federal_law;federal_law;electoral_authority_internal_governance;electoral_authority_internal_governance;22;5;4;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for electoral_authority_internal_governance.;
Mexico;federal_law;federal_law;political_parties;political_parties;9;6;4;true;false;false;false;false;false;false;true;Instrument provides strong anchoring for political_parties.;
Mexico;federal_law;federal_law;recall;recall;52;6;4;true;false;true;false;false;false;false;true;Instrument provides strong anchoring for recall.;
Mexico;federal_law;federal_law;transparency_and_accountability;transparency_and_accountability;62;7;3;true;false;true;false;false;false;false;true;Instrument provides partial anchoring for transparency_and_accountability.;
Mexico;federal_law;federal_law;legislative_petition_or_participation;legislative_petition_or_participation;10;3;4;true;false;false;false;false;false;false;true;Instrument provides strong anchoring for legislative_petition_or_participation.;
Mexico;federal_law;federal_law;right_to_stand_for_election;right_to_stand_for_election;3;2;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for right_to_stand_for_election.;
Mexico;federal_law;federal_law;popular_consultation;popular_consultation;72;6;4;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for popular_consultation.;
Mexico;federal_law;federal_law;electoral_remedies;electoral_remedies;12;6;4;true;false;true;false;false;false;false;true;Instrument provides strong anchoring for electoral_remedies.;
Mexico;federal_law;federal_law;vote;vote;79;6;4;true;false;true;false;false;false;false;true;Instrument provides strong anchoring for vote.;
Mexico;federal_law;federal_law;citizen_initiative;citizen_initiative;7;6;3;true;false;false;false;false;false;false;true;Instrument provides partial anchoring for citizen_initiative.;
Mexico;parliamentary_regulation;parliamentary_regulation;administrative_responsibility;administrative_responsibility;18;2;3;true;false;true;false;false;false;false;false;Instrument provides partial anchoring for administrative_responsibility.;
Mexico;parliamentary_regulation;parliamentary_regulation;transparency_and_accountability;transparency_and_accountability;27;0;3;true;false;false;false;false;false;false;false;Instrument provides partial anchoring for transparency_and_accountability.;
Mexico;parliamentary_regulation;parliamentary_regulation;political_parties;political_parties;11;2;3;true;false;true;false;false;false;false;false;Instrument provides partial anchoring for political_parties.;
Mexico;parliamentary_regulation;parliamentary_regulation;legislative_petition_or_participation;legislative_petition_or_participation;1;0;3;false;false;false;false;false;false;false;false;Instrument provides partial anchoring for legislative_petition_or_participation.;
Mexico;parliamentary_regulation;parliamentary_regulation;right_to_stand_for_election;right_to_stand_for_election;5;1;3;true;false;false;false;false;false;false;false;Instrument provides partial anchoring for right_to_stand_for_election.;
Mexico;parliamentary_regulation;parliamentary_regulation;vote;vote;261;3;3;true;true;false;false;false;false;false;false;Instrument provides partial anchoring for vote.;
Mexico;parliamentary_regulation;parliamentary_regulation;citizen_initiative;citizen_initiative;1;0;3;false;false;false;false;false;false;false;true;Instrument provides partial anchoring for citizen_initiative.;
Mexico;electoral_administrative;electoral_administrative;administrative_responsibility;administrative_responsibility;7;5;2;true;false;true;false;false;false;true;true;Instrument provides partial anchoring for administrative_responsibility.;
Mexico;electoral_administrative;electoral_administrative;electoral_authority_internal_governance;electoral_authority_internal_governance;44;8;2;true;false;false;false;false;false;true;true;Instrument provides partial anchoring for electoral_authority_internal_governance.;
Mexico;electoral_administrative;electoral_administrative;political_parties;political_parties;53;8;2;true;true;false;false;false;false;true;true;Instrument provides partial anchoring for political_parties.;
Mexico;electoral_administrative;electoral_administrative;vote;vote;118;8;2;true;true;true;false;false;false;true;true;Instrument provides partial anchoring for vote.;
Mexico;electoral_administrative;electoral_administrative;transparency_and_accountability;transparency_and_accountability;36;7;2;true;true;true;false;false;false;true;true;Instrument provides partial anchoring for transparency_and_accountability.;
Mexico;electoral_administrative;electoral_administrative;recall;recall;4;4;2;true;false;false;false;false;false;true;true;Instrument provides partial anchoring for recall.;
Mexico;electoral_administrative;electoral_administrative;citizen_initiative;citizen_initiative;1;3;2;true;true;false;false;false;false;true;true;Instrument provides partial anchoring for citizen_initiative.;
Mexico;electoral_administrative;electoral_administrative;electoral_crimes;electoral_crimes;8;5;2;true;false;false;false;false;false;true;true;Instrument provides partial anchoring for electoral_crimes.;
Mexico;electoral_administrative;electoral_administrative;right_to_stand_for_election;right_to_stand_for_election;12;5;2;true;false;false;false;false;false;true;true;Instrument provides partial anchoring for right_to_stand_for_election.;
Mexico;electoral_administrative;electoral_administrative;popular_consultation;popular_consultation;96;7;2;true;true;false;false;false;false;true;true;Instrument provides partial anchoring for popular_consultation.;
Mexico;electoral_administrative;electoral_administrative;electoral_remedies;electoral_remedies;8;6;2;true;false;false;false;false;false;true;true;Instrument provides partial anchoring for electoral_remedies.;
Mexico;electoral_administrative;electoral_administrative;legislative_petition_or_participation;legislative_petition_or_participation;6;5;2;true;false;false;false;false;false;true;true;Instrument provides partial anchoring for legislative_petition_or_participation.;
Mexico;electoral_administrative;electoral_administrative;independent_candidacies;independent_candidacies;17;6;2;true;true;false;false;false;false;true;true;Instrument provides partial anchoring for independent_candidacies.;
Costa Rica;CRC-CPOL;CRC-CPOL;constitutional_remedies;constitutional_remedies;2;5;5;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for constitutional_remedies.;
Costa Rica;CRC-CPOL;CRC-CPOL;electoral_authority_internal_governance;electoral_authority_internal_governance;20;8;5;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for electoral_authority_internal_governance.;
Costa Rica;CRC-CPOL;CRC-CPOL;political_parties;political_parties;4;5;5;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for political_parties.;
Costa Rica;CRC-CPOL;CRC-CPOL;civil_registry_electoral_functions;civil_registry_electoral_functions;10;5;5;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for civil_registry_electoral_functions.;
Costa Rica;CRC-CPOL;CRC-CPOL;transparency_and_accountability;transparency_and_accountability;1;3;5;false;false;false;false;false;false;false;false;Instrument provides strong anchoring for transparency_and_accountability.;
Costa Rica;CRC-CPOL;CRC-CPOL;legislative_petition_or_participation;legislative_petition_or_participation;11;4;5;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for legislative_petition_or_participation.;
Costa Rica;CRC-CPOL;CRC-CPOL;right_to_stand_for_election;right_to_stand_for_election;6;5;5;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for right_to_stand_for_election.;
Costa Rica;CRC-CPOL;CRC-CPOL;electoral_remedies;electoral_remedies;4;4;5;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for electoral_remedies.;
Costa Rica;CRC-CPOL;CRC-CPOL;vote;vote;42;9;5;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for vote.;
Costa Rica;CRC-CPOL;CRC-CPOL;citizen_initiative;citizen_initiative;1;1;5;false;false;false;false;false;false;false;false;Instrument provides strong anchoring for citizen_initiative.;
Costa Rica;CRC-CPOL;CRC-CPOL;referendum;referendum;3;4;5;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for referendum.;
Costa Rica;CRC-LOTSRC;CRC-LOTSRC;constitutional_remedies;constitutional_remedies;2;1;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for constitutional_remedies.;
Costa Rica;CRC-LOTSRC;CRC-LOTSRC;electoral_authority_internal_governance;electoral_authority_internal_governance;52;7;4;true;true;true;false;false;false;false;false;Instrument provides strong anchoring for electoral_authority_internal_governance.;
Costa Rica;CRC-LOTSRC;CRC-LOTSRC;political_parties;political_parties;7;5;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for political_parties.;
Costa Rica;CRC-LOTSRC;CRC-LOTSRC;vote;vote;36;6;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for vote.;
Costa Rica;CRC-LOTSRC;CRC-LOTSRC;right_to_stand_for_election;right_to_stand_for_election;2;1;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for right_to_stand_for_election.;
Costa Rica;CRC-LOTSRC;CRC-LOTSRC;electoral_remedies;electoral_remedies;13;4;4;true;true;true;false;false;false;false;false;Instrument provides strong anchoring for electoral_remedies.;
Costa Rica;CRC-LOTSRC;CRC-LOTSRC;civil_registry_electoral_functions;civil_registry_electoral_functions;94;7;4;true;true;true;false;false;false;false;false;Instrument provides strong anchoring for civil_registry_electoral_functions.;
Costa Rica;CRC-CE;CRC-CE;constitutional_remedies;constitutional_remedies;13;6;4;true;true;true;false;false;false;false;false;Instrument provides strong anchoring for constitutional_remedies.;
Costa Rica;CRC-CE;CRC-CE;electoral_authority_internal_governance;electoral_authority_internal_governance;128;9;4;true;true;true;false;false;false;false;false;Instrument provides strong anchoring for electoral_authority_internal_governance.;
Costa Rica;CRC-CE;CRC-CE;political_parties;political_parties;139;9;4;true;true;true;false;false;false;false;false;Instrument provides strong anchoring for political_parties.;
Costa Rica;CRC-CE;CRC-CE;civil_registry_electoral_functions;civil_registry_electoral_functions;28;9;4;true;true;true;false;false;false;false;false;Instrument provides strong anchoring for civil_registry_electoral_functions.;
Costa Rica;CRC-CE;CRC-CE;transparency_and_accountability;transparency_and_accountability;29;7;4;true;true;true;false;false;false;false;false;Instrument provides strong anchoring for transparency_and_accountability.;
Costa Rica;CRC-CE;CRC-CE;legislative_petition_or_participation;legislative_petition_or_participation;1;2;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for legislative_petition_or_participation.;
Costa Rica;CRC-CE;CRC-CE;right_to_stand_for_election;right_to_stand_for_election;23;7;4;true;true;true;false;false;false;false;false;Instrument provides strong anchoring for right_to_stand_for_election.;
Costa Rica;CRC-CE;CRC-CE;electoral_remedies;electoral_remedies;30;7;4;true;true;true;false;false;false;false;false;Instrument provides strong anchoring for electoral_remedies.;
Costa Rica;CRC-CE;CRC-CE;vote;vote;98;9;4;true;true;true;false;false;false;false;false;Instrument provides strong anchoring for vote.;
Costa Rica;CRC-CE;CRC-CE;referendum;referendum;1;5;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for referendum.;
Costa Rica;CRC-LREF;CRC-LREF;electoral_authority_internal_governance;electoral_authority_internal_governance;21;6;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for electoral_authority_internal_governance.;
Costa Rica;CRC-LREF;CRC-LREF;vote;vote;16;6;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for vote.;
Costa Rica;CRC-LREF;CRC-LREF;civil_registry_electoral_functions;civil_registry_electoral_functions;7;6;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for civil_registry_electoral_functions.;
Costa Rica;CRC-LREF;CRC-LREF;right_to_stand_for_election;right_to_stand_for_election;1;2;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for right_to_stand_for_election.;
Costa Rica;CRC-LREF;CRC-LREF;legislative_petition_or_participation;legislative_petition_or_participation;5;5;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for legislative_petition_or_participation.;
Costa Rica;CRC-LREF;CRC-LREF;citizen_initiative;citizen_initiative;4;5;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for citizen_initiative.;
Costa Rica;CRC-LREF;CRC-LREF;referendum;referendum;30;6;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for referendum.;
Costa Rica;CRC-LIP;CRC-LIP;electoral_authority_internal_governance;electoral_authority_internal_governance;3;3;4;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for electoral_authority_internal_governance.;
Costa Rica;CRC-LIP;CRC-LIP;vote;vote;3;5;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for vote.;
Costa Rica;CRC-LIP;CRC-LIP;civil_registry_electoral_functions;civil_registry_electoral_functions;2;4;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for civil_registry_electoral_functions.;
Costa Rica;CRC-LIP;CRC-LIP;legislative_petition_or_participation;legislative_petition_or_participation;5;5;4;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for legislative_petition_or_participation.;
Costa Rica;CRC-LIP;CRC-LIP;citizen_initiative;citizen_initiative;5;5;4;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for citizen_initiative.;
Costa Rica;CRC-LJC;CRC-LJC;constitutional_remedies;constitutional_remedies;67;5;4;true;true;true;false;false;false;false;false;Instrument provides strong anchoring for constitutional_remedies.;
Costa Rica;CRC-LJC;CRC-LJC;electoral_authority_internal_governance;electoral_authority_internal_governance;6;4;4;false;false;true;false;false;false;false;false;Instrument provides strong anchoring for electoral_authority_internal_governance.;
Costa Rica;CRC-LJC;CRC-LJC;vote;vote;2;1;4;true;false;false;false;false;false;false;false;Instrument provides strong anchoring for vote.;
Costa Rica;CRC-LJC;CRC-LJC;electoral_remedies;electoral_remedies;1;2;4;false;false;true;false;false;false;false;false;Instrument provides strong anchoring for electoral_remedies.;
Costa Rica;CRC-LJC;CRC-LJC;legislative_petition_or_participation;legislative_petition_or_participation;2;1;4;true;false;true;false;false;false;false;false;Instrument provides strong anchoring for legislative_petition_or_participation.;
Costa Rica;CRC-LCPREF;CRC-LCPREF;constitutional_remedies;constitutional_remedies;3;4;4;true;false;false;false;false;false;false;true;Instrument provides strong anchoring for constitutional_remedies.;
Costa Rica;CRC-LCPREF;CRC-LCPREF;electoral_authority_internal_governance;electoral_authority_internal_governance;4;6;4;true;false;false;false;false;false;false;true;Instrument provides strong anchoring for electoral_authority_internal_governance.;
Costa Rica;CRC-LCPREF;CRC-LCPREF;civil_registry_electoral_functions;civil_registry_electoral_functions;1;4;4;true;false;false;false;false;false;false;true;Instrument provides strong anchoring for civil_registry_electoral_functions.;
Costa Rica;CRC-LCPREF;CRC-LCPREF;legislative_petition_or_participation;legislative_petition_or_participation;1;3;4;true;false;false;false;false;false;false;true;Instrument provides strong anchoring for legislative_petition_or_participation.;
Costa Rica;CRC-LCPREF;CRC-LCPREF;consultative_referendum_or_preliminary_consultation;consultative_referendum_or_preliminary_consultation;2;4;4;true;false;false;false;false;false;false;true;Instrument provides strong anchoring for consultative_referendum_or_preliminary_consultation.;
Costa Rica;CRC-LCPREF;CRC-LCPREF;vote;vote;2;6;4;true;false;false;false;false;false;false;true;Instrument provides strong anchoring for vote.;
Costa Rica;CRC-LCPREF;CRC-LCPREF;citizen_initiative;citizen_initiative;2;6;4;true;false;false;false;false;false;false;true;Instrument provides strong anchoring for citizen_initiative.;
Costa Rica;CRC-LCPREF;CRC-LCPREF;referendum;referendum;4;6;4;true;false;false;false;false;false;false;true;Instrument provides strong anchoring for referendum.;
Costa Rica;CRC-REGREF;CRC-REGREF;electoral_authority_internal_governance;electoral_authority_internal_governance;16;5;3;true;false;false;false;false;false;true;false;Instrument provides partial anchoring for electoral_authority_internal_governance.;
Costa Rica;CRC-REGREF;CRC-REGREF;transparency_and_accountability;transparency_and_accountability;3;1;3;true;false;false;false;false;false;true;false;Instrument provides partial anchoring for transparency_and_accountability.;
Costa Rica;CRC-REGREF;CRC-REGREF;vote;vote;24;5;3;true;false;false;false;false;false;true;false;Instrument provides partial anchoring for vote.;
Costa Rica;CRC-REGREF;CRC-REGREF;legislative_petition_or_participation;legislative_petition_or_participation;2;3;3;true;false;false;false;false;false;true;false;Instrument provides partial anchoring for legislative_petition_or_participation.;
Costa Rica;CRC-REGREF;CRC-REGREF;electoral_remedies;electoral_remedies;1;3;3;true;false;false;false;false;false;true;false;Instrument provides partial anchoring for electoral_remedies.;
Costa Rica;CRC-REGREF;CRC-REGREF;civil_registry_electoral_functions;civil_registry_electoral_functions;8;4;3;true;false;false;false;false;false;true;false;Instrument provides partial anchoring for civil_registry_electoral_functions.;
Costa Rica;CRC-REGREF;CRC-REGREF;referendum;referendum;20;6;3;true;false;false;false;false;false;true;false;Instrument provides partial anchoring for referendum.;
Costa Rica;CRC-REGIP;CRC-REGIP;electoral_authority_internal_governance;electoral_authority_internal_governance;3;3;3;true;false;false;false;false;false;true;false;Instrument provides partial anchoring for electoral_authority_internal_governance.;
Costa Rica;CRC-REGIP;CRC-REGIP;civil_registry_electoral_functions;civil_registry_electoral_functions;4;4;3;true;false;false;false;false;false;true;false;Instrument provides partial anchoring for civil_registry_electoral_functions.;
Costa Rica;CRC-REGIP;CRC-REGIP;legislative_petition_or_participation;legislative_petition_or_participation;3;4;3;true;false;false;false;false;false;true;false;Instrument provides partial anchoring for legislative_petition_or_participation.;
Costa Rica;CRC-REGIP;CRC-REGIP;vote;vote;3;3;3;true;false;false;false;false;false;true;false;Instrument provides partial anchoring for vote.;
Costa Rica;CRC-REGIP;CRC-REGIP;citizen_initiative;citizen_initiative;7;4;3;true;false;false;false;false;false;true;false;Instrument provides partial anchoring for citizen_initiative.;
Costa Rica;CRC-RATSRE;CRC-RATSRE;electoral_authority_internal_governance;electoral_authority_internal_governance;78;4;1;true;true;true;false;false;false;true;true;Instrument provides partial anchoring for electoral_authority_internal_governance.;
Costa Rica;CRC-RATSRE;CRC-RATSRE;political_parties;political_parties;1;3;1;true;false;false;false;false;false;true;true;Instrument provides partial anchoring for political_parties.;
Costa Rica;CRC-RATSRE;CRC-RATSRE;right_to_stand_for_election;right_to_stand_for_election;1;1;1;true;false;false;false;false;false;true;true;Instrument provides partial anchoring for right_to_stand_for_election.;
Costa Rica;CRC-RATSRE;CRC-RATSRE;electoral_remedies;electoral_remedies;3;1;1;true;false;true;false;false;false;true;true;Instrument provides partial anchoring for electoral_remedies.;
Costa Rica;CRC-RATSRE;CRC-RATSRE;civil_registry_electoral_functions;civil_registry_electoral_functions;7;2;1;true;false;false;false;false;false;true;true;Instrument provides partial anchoring for civil_registry_electoral_functions.;
Costa Rica;CRC-RATSRE;CRC-RATSRE;referendum;referendum;1;3;1;true;false;false;false;false;false;true;true;Instrument provides partial anchoring for referendum.;
Costa Rica;CRC-RAL;CRC-RAL;constitutional_remedies;constitutional_remedies;69;8;2;true;false;true;false;false;false;true;true;Instrument provides partial anchoring for constitutional_remedies.;
Costa Rica;CRC-RAL;CRC-RAL;electoral_authority_internal_governance;electoral_authority_internal_governance;38;9;2;true;false;true;false;false;false;true;true;Instrument provides partial anchoring for electoral_authority_internal_governance.;
Costa Rica;CRC-RAL;CRC-RAL;political_parties;political_parties;16;9;2;true;false;true;false;false;false;true;true;Instrument provides partial anchoring for political_parties.;
Costa Rica;CRC-RAL;CRC-RAL;vote;vote;171;9;2;true;true;true;false;false;false;true;true;Instrument provides partial anchoring for vote.;
Costa Rica;CRC-RAL;CRC-RAL;transparency_and_accountability;transparency_and_accountability;19;7;2;true;true;true;false;false;false;true;true;Instrument provides partial anchoring for transparency_and_accountability.;
Costa Rica;CRC-RAL;CRC-RAL;civil_registry_electoral_functions;civil_registry_electoral_functions;14;9;2;true;false;true;false;false;false;true;true;Instrument provides partial anchoring for civil_registry_electoral_functions.;
Costa Rica;CRC-RAL;CRC-RAL;right_to_stand_for_election;right_to_stand_for_election;30;8;2;true;false;true;false;false;false;true;true;Instrument provides partial anchoring for right_to_stand_for_election.;
Costa Rica;CRC-RAL;CRC-RAL;consultative_referendum_or_preliminary_consultation;consultative_referendum_or_preliminary_consultation;8;8;2;true;false;true;false;false;false;true;true;Instrument provides partial anchoring for consultative_referendum_or_preliminary_consultation.;
Costa Rica;CRC-RAL;CRC-RAL;electoral_remedies;electoral_remedies;11;9;2;true;false;true;false;false;false;true;true;Instrument provides partial anchoring for electoral_remedies.;
Costa Rica;CRC-RAL;CRC-RAL;legislative_petition_or_participation;legislative_petition_or_participation;153;8;2;true;true;true;false;false;false;true;true;Instrument provides partial anchoring for legislative_petition_or_participation.;
Costa Rica;CRC-RAL;CRC-RAL;citizen_initiative;citizen_initiative;37;7;2;true;true;true;false;false;false;true;true;Instrument provides partial anchoring for citizen_initiative.;
Costa Rica;CRC-RAL;CRC-RAL;referendum;referendum;11;8;2;true;false;true;false;false;false;true;true;Instrument provides partial anchoring for referendum.;
